 "bdr" , "w" , "bc" , "trl" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/193523973/id" , "Romeo i Julieta  / William Shakespeare  ; traducció de Josep M. de Sagarra / Barcelona : Institut del teatre. Diputació de Barcelona , cop. 1979" , "Sagarra, Josep Maria de (1894-1961)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/172077591/id" , "Oeuvres complètes de Shakspeare  Tome III,   / Traduction nouvelle par Benjamin Laroche/ Quatrième édition / Paris : Charpentier , 1866" , "Laroche, Benjamin (1797-1852)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/168727900/id" , "Henry V  / edited and rendered into modern English by Alan Durband/ 1st U.S. ed. / Cheltenham : Stanley Thornes , 1999, cop.1989" , "Durband, Alan (19..-....)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/103035265/id" , "Kong Henrik 4  : 1 og 2. del  / William Shakespeare  ; Oversættelse, noter og kommentar ved Johannes Sløk / Viby : Centrum , 1985" , "Sløk, Johannes (1916-2001)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/090808657/id" , "Oeuvres complètes  T. I, Les Deux Hamlet  / de W. Shakespeare  / François-Victor Hugo, traducteur/ Troisième édition / Paris : Pagnerre , 1873" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/128319313/id" , "Sonnets Suivis de le Phoenix et la colombe  / Shakespeare  ; précédés de les Sonnets et la Saison par Henri Thomas/ éd. bilingue / Paris : Union générale d'éditions , 1965" , "Thomas, Henri (1912-1993)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/00248711X/id" , "Le roi Lear  / William Shakespeare  ; traduit et préfacé par Yves Bonnefoy/ [Nouvelle éd. revue et corrigée] / Paris : Mercure de France , DL 1991" , "Bonnefoy, Yves (1923-2016)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/187604460/id" , "Le songe d'une nuit d'été  ;  suivi de Beaucoup de bruit pour rien  / Shakespeare  ; traduit par Gil Delannoi / Paris : Berg international , DL 2015" , "Delannoi, Gil (19..-.... ; politiste)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/004168461/id" , "Othello  / Shakespeare  ; trad. avec une introd. par Maurice Castellain,... / Paris : Ed. A. Montaigne , 1980" , "Castelain, Maurice (1872-19..)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/161931553/id" , "Hamlet  : Trauerspiel, in 6 Aufzügen  / von William Shakespear, nach Göthes Andeutungen im Wilhelm Meister und A. W. Schlegels übersetzung für die deutsche Bühne bearbeitet  ; von Aug. Klingemann / Leipzig : F. A. Brockhaus , 1815" , "Klingemann, August (1777-1831)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/052710580/id" , "Le Roi Henri VI...  [3], 3e partie  / traduction de Félix Sauvage  ; [introduction de Pierre Legouis] / Paris : les Belles lettres , 1972" , "Sauvage, Félix" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/056137370/id" , "La tragédie de Macbeth  / de Shakespeare  ; trad. par Maurice Pottecher / Paris : P. Ollendorff , s.d. [1902 ?]" , "Pottecher, Maurice (1867-1960)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/064762416/id" , "Le Roi Lear  : tragédie traduite et adaptée par René-Louis Piachaud, précédée d'une étude d'Hilaire Theurillat sur "Piachaud, critique dramatique"  / William Shakespeare / Genève : P. Cailler , 1949" , "Piachaud, René-Louis (1896-1941)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/094697663/id" , "La tragédie du Roi Richard III  / [William Shakespeare]  ; traduction de Joseph Delcourt / [Paris] : [Les Belles Lettres] , 1947" , "Delcourt, Joseph (1873-1946)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/087074389/id" , "Oeuvres complètes  7, Timon d'Athènes ; Troi͏̈lus et Cressida ; Coriolan ; Jules César  / par Shakespeare / Paris : Hachette , 1907" , "Montégut, Émile (1826-1895)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/048507431/id" , "Othello  / Shakespeare  ; texte français par Georges Neveux/ 14e éd / Paris : Gallimard , 1943" , "Neveux, Georges (1900-1982)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/20369743X/id" , "La  patrie  IV-V, Henry VI  / William Shakespeare  ; François-Victor Hugo, traducteur/ [Reproduction en fac-similé] / Paris : RBA France" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/054352681/id" , "Comédies  II,   / William Shakespeare  ; édition établie sous la direction de Michel Grivelet,... et Gilles Monsarrat,...  ; présentation et traduction en collaboration avec Victor Bourgy,... Sylvère Monod,... Pierre Spriet,... Léone Teyssandier,...  ; texte anglais établi sous la direction de Stanley Wells,... et Gary Taylor,.../ Édition bilingue / Paris : Robert Laffont , DL 2000" , "Teyssandier, Léone" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/054352681/id" , "Comédies  II,   / William Shakespeare  ; édition établie sous la direction de Michel Grivelet,... et Gilles Monsarrat,...  ; présentation et traduction en collaboration avec Victor Bourgy,... Sylvère Monod,... Pierre Spriet,... Léone Teyssandier,...  ; texte anglais établi sous la direction de Stanley Wells,... et Gary Taylor,.../ Édition bilingue / Paris : Robert Laffont , DL 2000" , "Spriet, Pierre (1928-2009)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/054352681/id" , "Comédies  II,   / William Shakespeare  ; édition établie sous la direction de Michel Grivelet,... et Gilles Monsarrat,...  ; présentation et traduction en collaboration avec Victor Bourgy,... Sylvère Monod,... Pierre Spriet,... Léone Teyssandier,...  ; texte anglais établi sous la direction de Stanley Wells,... et Gary Taylor,.../ Édition bilingue / Paris : Robert Laffont , DL 2000" , "Bourgy, Victor" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/054352681/id" , "Comédies  II,   / William Shakespeare  ; édition établie sous la direction de Michel Grivelet,... et Gilles Monsarrat,...  ; présentation et traduction en collaboration avec Victor Bourgy,... Sylvère Monod,... Pierre Spriet,... Léone Teyssandier,...  ; texte anglais établi sous la direction de Stanley Wells,... et Gary Taylor,.../ Édition bilingue / Paris : Robert Laffont , DL 2000" , "Monod, Sylvère (1921-2006)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/072011408/id" , "Œuvres complètes de Shakespeare  1,   = = The works of Shakespeare :   / publiées sous la direction de Pierre Leyris et Henri Evans dans une traduction nouvelle accompagnée d'études, préfaces, notices, notes et glossaires  / published under the direction of Henri Evans and Pierre Leyris  ; after The New Shakespeare edited for the syndics of the Cambridge University Press by Arthur Quiller-Couch and John Dover Wilson / Paris : le Club français du livre , cop.1954" , "Thomas, Henri (1912-1993)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/072011408/id" , "Œuvres complètes de Shakespeare  1,   = = The works of Shakespeare :   / publiées sous la direction de Pierre Leyris et Henri Evans dans une traduction nouvelle accompagnée d'études, préfaces, notices, notes et glossaires  / published under the direction of Henri Evans and Pierre Leyris  ; after The New Shakespeare edited for the syndics of the Cambridge University Press by Arthur Quiller-Couch and John Dover Wilson / Paris : le Club français du livre , cop.1954" , "Guibert, Armand (1906-1990)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/072011408/id" , "Œuvres complètes de Shakespeare  1,   = = The works of Shakespeare :   / publiées sous la direction de Pierre Leyris et Henri Evans dans une traduction nouvelle accompagnée d'études, préfaces, notices, notes et glossaires  / published under the direction of Henri Evans and Pierre Leyris  ; after The New Shakespeare edited for the syndics of the Cambridge University Press by Arthur Quiller-Couch and John Dover Wilson / Paris : le Club français du livre , cop.1954" , "Garampon, Georges (1899-....)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/010370811/id" , "Œuvres complètes de Shakespeare  7,   = = The works of Shakespeare :   / publiées sous la direction de Pierre Leyris et Henri Evans dans une traduction nouvelle accompagnée d'études, préfaces, notices, notes et glossaires  / published under the direction of Henri Evans and Pierre Leyris  ; after The New Shakespeare edited for the syndics of the Cambridge University Press by Arthur Quiller-Couch and John Dover Wilson / Paris : le Club Français du Livre , cop. 1957" , "Bonnefoy, Yves (1923-2016)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/010370811/id" , "Œuvres complètes de Shakespeare  7,   = = The works of Shakespeare :   / publiées sous la direction de Pierre Leyris et Henri Evans dans une traduction nouvelle accompagnée d'études, préfaces, notices, notes et glossaires  / published under the direction of Henri Evans and Pierre Leyris  ; after The New Shakespeare edited for the syndics of the Cambridge University Press by Arthur Quiller-Couch and John Dover Wilson / Paris : le Club Français du Livre , cop. 1957" , "Robin, Armand (1912-1961)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/010614818/id" , "Julio Zesar  / William Shakespeare  ; itzul. Xabier Mendiguren / [s.l.] : Eusko Jaurlaritza , 1985" , "Mendiguren Bereziartu, Xabier" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/010614389/id" , "Zeuk nahi duzunez  / William Shakespeare  ; itzul. Xabier Mendiguren / [s.l.] : Eusko Jaurlaritza , 1985" , "Mendiguren Bereziartu, Xabier" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/097517976/id" , "La tempesta  / William Shakespeare  ; saggio introduttivo, traduzione e note di Flavio Giacomantonio / Cosenza : L. Pellegrini editore , impr. 2002" , "Giacomantonio, Flavio (19..-....)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/098233645/id" , "Mucho ruido y pocas nueces  ;  Romeo y Julieta  / William Shakespeare  ; [traducción, Jaime Navarra Farré] / Barcelona : Ediciones Orbis , 1998" , "Navarra Farré, Jaime" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/159627400/id" , "Il teatro  / di William Shakespeare  ; nella traduzione di Cesare Vico Lodovici, preceduto dalle note su Shakespeare di Boris Pasternàk  ; Illustrazioni di Henry Fuseli presentate da Giulio Carlo Argan / [Torino] : G. Einaudi , 1960" , "Lodovici, Cesare Vico" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/118216082/id" , "Monologhi  / William Shakespeare  / a cura di Guido Davico Bonino  ; traduzione di Cesare Vico Lodovici / Torino : Einaudi , cop. 2001" , "Lodovici, Cesare Vico" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/126838658/id" , "Re Enrico VI  / William Shakespeare  ; [traduzione di Cesare Vico Lodovici]/ 2a ed / Torino : Einaudi , 1977" , "Lodovici, Cesare Vico" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/161907946/id" , "William Shakespeare's dramatische Werke  Band 10, Romeo und Julia  / von William Shakespeare  ; übersetzt von Friedrich Bodenstedt, Ferdinand Freiligrath, Otto Gildemeister, Paul Heyse, Hermann Kurz, Adolf Wilbrandt u.a.  ; ach der Textrevision und unter Mitwirkung von Nicolaus Delius  ; mit Einleitung und Anmerkungen herausgegeben von Friedrich Bodenstedt / Leipzig : F. A. Brockhaus , 1868" , "Wilbrandt, Adolf (1837-1911)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/161907946/id" , "William Shakespeare's dramatische Werke  Band 10, Romeo und Julia  / von William Shakespeare  ; übersetzt von Friedrich Bodenstedt, Ferdinand Freiligrath, Otto Gildemeister, Paul Heyse, Hermann Kurz, Adolf Wilbrandt u.a.  ; ach der Textrevision und unter Mitwirkung von Nicolaus Delius  ; mit Einleitung und Anmerkungen herausgegeben von Friedrich Bodenstedt / Leipzig : F. A. Brockhaus , 1868" , "Heyse, Paul (1830-1914)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/161907946/id" , "William Shakespeare's dramatische Werke  Band 10, Romeo und Julia  / von William Shakespeare  ; übersetzt von Friedrich Bodenstedt, Ferdinand Freiligrath, Otto Gildemeister, Paul Heyse, Hermann Kurz, Adolf Wilbrandt u.a.  ; ach der Textrevision und unter Mitwirkung von Nicolaus Delius  ; mit Einleitung und Anmerkungen herausgegeben von Friedrich Bodenstedt / Leipzig : F. A. Brockhaus , 1868" , "Freiligrath, Ferdinand (1810-1876)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/161907946/id" , "William Shakespeare's dramatische Werke  Band 10, Romeo und Julia  / von William Shakespeare  ; übersetzt von Friedrich Bodenstedt, Ferdinand Freiligrath, Otto Gildemeister, Paul Heyse, Hermann Kurz, Adolf Wilbrandt u.a.  ; ach der Textrevision und unter Mitwirkung von Nicolaus Delius  ; mit Einleitung und Anmerkungen herausgegeben von Friedrich Bodenstedt / Leipzig : F. A. Brockhaus , 1868" , "Bodenstedt, Friedrich (1819-1892)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/172020107/id" , "Le marchand de Venise  : pièce en 5 actes  / de W. Shakespeare  ; traduite en vers français par le chevalier de Chatelain / Londres : T. H. Lacy , 1870" , "Chatelain, Jean-Baptiste François Ernest de (1801-1881)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/067945856/id" , "Shakespeare traduit de l'anglois, par M. Le Tourneur. Dédié au Roi. Homo sum : nihil humani à me alienum puto. tér. Tome sixième." , "Le Tourneur, Pierre-Prime-Félicien (1737-1788)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/159130980/id" , "Shakespeare traduit de l'anglais, dédié au Roi. Par M. Le Tourneur. Tome seizième / A Paris, chez l'auteur, cul-de-sac Saint-Dominique, près le Luxembourg ; et Mérigot jeune, libraire, quai des Augustins. M. DCC. LXXXII , 1782" , "Catuélan, Jacques Célestin François Marie du Merdy de (1733-179.)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/159130980/id" , "Shakespeare traduit de l'anglais, dédié au Roi. Par M. Le Tourneur. Tome seizième / A Paris, chez l'auteur, cul-de-sac Saint-Dominique, près le Luxembourg ; et Mérigot jeune, libraire, quai des Augustins. M. DCC. LXXXII , 1782" , "Fontaine-Malherbe, Jean (1740-1780?)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/159130980/id" , "Shakespeare traduit de l'anglais, dédié au Roi. Par M. Le Tourneur. Tome seizième / A Paris, chez l'auteur, cul-de-sac Saint-Dominique, près le Luxembourg ; et Mérigot jeune, libraire, quai des Augustins. M. DCC. LXXXII , 1782" , "Le Tourneur, Pierre-Prime-Félicien (1737-1788)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/067945988/id" , "Shakespeare traduit de l'anglois, dédié au Roi. Par M. Le Tourneur. Tome dix-neuvième." , "Le Tourneur, Pierre-Prime-Félicien (1737-1788)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/071172726/id" , "Comme il vous plaira  / [William Shakespeare]  ; trad. de Lucien Wolff/ 2e. ed / Paris : Les Belles Lettre , 1935" , "Wolff, Lucien" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/106476815/id" , "As you like it. Comme il vous plaira  / trad. de Lucien Wolff / Paris : Belles Lettres , 1935" , "Wolff, Lucien" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/103748776/id" , "Roméo et Juliette  / William Shakespeare  ; traduction de François-Victor Hugo  ; abrégé par Martial Poirson / Paris : l'Ecole des loisirs , cop. 2006" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/005425913/id" , "La tragédie du Roi Lear  / William Shakespeare  ; traduction de Jules Derocquigny  ; Collection Shakespeare publiée sous la direction de A. Koszul / Paris : Société "Les Belles lettres" , 1931" , "Derocquigny, Jules (1860-1936)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/025050516/id" , "La tragédie d'Othello  / William Shakespeare  ; traduction de Jules Derocquigny  ; Collection Shakespeare publiée sous la direction de A. Koszul / Paris : Société "Les Belles lettres" , 1928" , "Derocquigny, Jules (1860-1936)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/108813436/id" , "Les joyeuses commères de Windsor  ;  Conte d'hiver  / Shakespeare  ; texte français et préface de Paul Arnold / Paris : Culture, art, loisirs , cop. 1968" , "Arnold, Paul (1909-1992)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/072982632/id" , "Oeuvres  5, Le Roi Lear  = = King Lear :   / William Shakespeare  / Trad. et Préf. Camille Chemin / Paris : Aubier , 1954" , "Chemin, Camille (1878-1959)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/05642177X/id" , "Oeuvres dramatiques de William Shakespeare  Tome premier,   / traduction entièrement conforme au texte anglais par Georges Duval / Paris : Ernest Flammarion , [1905 ?]" , "Duval, Georges (1847-1919)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/072867736/id" , "Henry V  / William Shakespeare  ; éd. et trad. de l'anglais Sylvère Monod  ; présentation Eric Dayre / Paris : Flammarion , 2000" , "Monod, Sylvère (1921-2006)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/002704285/id" , "Roméo et Juliette  = = Romeo and Juliet :   / Shakespeare  ; texte original et traduction de Pierre Jean Jouve et Georges Pitoëff  ; préface par Harley Granville-Barker  ; notice par F.N. Lees/ Édition bilingue / Paris : Flammarion" , "Pitoëff, Georges (1884-1939)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/002704285/id" , "Roméo et Juliette  = = Romeo and Juliet :   / Shakespeare  ; texte original et traduction de Pierre Jean Jouve et Georges Pitoëff  ; préface par Harley Granville-Barker  ; notice par F.N. Lees/ Édition bilingue / Paris : Flammarion" , "Jouve, Pierre Jean (1887-1976)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/184609151/id" , "Oeuvres complètes  V, Le Roi Lear, La méchante femme mise à la raison, Peines d'amour perdues, Périclès  / Shakespeare  ; traduction de M. Guizot / Paris : Garnier frères , impr. 1928" , "Guizot, Guillaume (1833-1892)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/082040842/id" , "Othello  / William Shakespeare  ; till svenska av Mats & Lars Huldén / [S.l.] : Ordfront Förlag AB , 2003" , "Huldén, Mats" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/082040842/id" , "Othello  / William Shakespeare  ; till svenska av Mats & Lars Huldén / [S.l.] : Ordfront Förlag AB , 2003" , "Huldén, Lars (1926-....)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/062552651/id" , "Pericles, Fürst von Tyrus  : deutsche Prosau͏̈bersetzung  / mit Anmerkungen und Szenenkommentar von Gabriele Nolte / Darmstadt : Copy shop , 1982" , "Nolte, Gabriele" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/139834524/id" , "Ο Έμπορος της Βενετίας  / [Shakespeare W.]  ; εμμέτρως μεταφρασθέντα εκ του Αγγλικού υπό Δημήτριου Βικέλα/ εκδ.  νέα / Εν Αθήναις : Εκδοτης Γεωργίος Κασδὸνης , 1897" , "Vikélas, Dīmītrios (1835-1908)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/15830036X/id" , "Chant funèbre  : choeur pour 4 voix de femmes  : Op. 28  : extrait de "Beaucoup de bruit pour rien" de William Shakespeare  / Ernest Chausson  ; Traduction française de Maurice Bouchor/ [Réimpression 2011] / Paris : Editions Salabert , cop. 1914" , "Bouchor, Maurice (1855-1929)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/066501830/id" , "Les Tragédies de Shakespeare  / traduites par Suzanne Bing et Jacques Copeau, illustrées par Edy-Legrand. [Titus Andronicus ; Roméo et Juliette ; Jules César ; Hamlet ; Othello ; Macbeth ; Antoine et Cléopâtre ; Le Roi Lear ; Coriolan ; Timon d'Athènes.] / Paris : Union latine d'éditions , 1939" , "Bing, Suzanne (1885-1967)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/066501830/id" , "Les Tragédies de Shakespeare  / traduites par Suzanne Bing et Jacques Copeau, illustrées par Edy-Legrand. [Titus Andronicus ; Roméo et Juliette ; Jules César ; Hamlet ; Othello ; Macbeth ; Antoine et Cléopâtre ; Le Roi Lear ; Coriolan ; Timon d'Athènes.] / Paris : Union latine d'éditions , 1939" , "Copeau, Jacques (1879-1949)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/056139896/id" , "Roméo et Juliette  / William Shakespeare  ; texte français de Jacques Copeau et Suzanne Bing / [Paris] : Union Latine d'Éditions , DL 1968" , "Bing, Suzanne (1885-1967)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/056139896/id" , "Roméo et Juliette  / William Shakespeare  ; texte français de Jacques Copeau et Suzanne Bing / [Paris] : Union Latine d'Éditions , DL 1968" , "Copeau, Jacques (1879-1949)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/056138075/id" , "Mesure pour mesure  / William Shakespeare  ; traduction et préface de Guy de Pourtalès  ; ornements gravés sur bois par Jean-Louis Gampert / Paris : Société littéraire de France , 1921" , "Pourtalès, Guy de (1881-1941)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/005020042/id" , "Le songe d'une nuit d'été  ;  Les joyeuses commères de Windsor  ;  Le soir des rois  / William Shakespeare  ; traduction de François-Victor Hugo  ; préface et notices par Richard Marienstras / Paris : Flammarion" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/193430037/id" , "Кралот Хенри Осми  / Вилијам Шекспир  ; препев/превод од оригиналот Богомил Ѓузел / Скопје : Македонска академија на науките и уметностите , 2015" , "Ǵuzel, Bogomil (1939-....)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/08707432X/id" , "Oeuvres complètes  Tome deuxième,   / Shakespeare  ; traduites par Émile Montégut,.../ Septième éditon / Paris : Hachette , 1911" , "Montégut, Émile (1826-1895)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/004362691/id" , "La tragédie du roi Richard II  / William Shakespeare  ; traduction nouvelle de Jean-Michel Déprats,...  ; éditée, présentée et annotée par Margaret Jones-Davies,.../ Édition bilingue / [Paris] : Gallimard , 1998" , "Déprats, Jean-Michel (1949-....)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/006078273/id" , "Romeo y Julieta  / William Shakespeare  ; trad. de Neruda / Santiago : Pehuén , 1995" , "Neruda, Pablo (1904-1973)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/067978649/id" , "Théatre de P. Corneille, avec les commentaires de Voltaire. Nouvelle édition, ornée de trente-cinq figures. Tome quatrième." , "Voltaire (1694-1778)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/103035540/id" , "Kong Rikard den annen  / William Shakespeare  ; til norsk ved Klaus Hagerup / Oslo : Oktober , 1983" , "Hagerup, Klaus (1946-2018)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/002931095/id" , "Les sonnets  / William Shakespeare  ; trad. et présentés par Jean Malaplate/ Éd. bilingue / Lausanne : l'Âge d'homme , 1992" , "Malaplate, Jean (1923-2019)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/010667520/id" , "Macbeth  / Shakespeare  ; préface et traduction de Maurice Castelain,.../ [Nouveau tirage] / Paris : F. Aubier , DL 1955, cop. 1937" , "Castelain, Maurice (1872-19..)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/101442394/id" , "Beneški trgovec  : igrokaz v petih dejanjih  / William Shakespeare  ; poslovenil Oton Župančič/ 2. izpremenjena izd. / Ljubljana : Nova založba , 1921" , "Župančič, Oton (1878-1949)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/091909619/id" , "Összes művei  7, Drámafordítások  1, Shakespeare  / Arany János  ; szerkeszti Keresztury Dezső / Budapest : Akadémiai kiadó , 1961" , "Arany, János (1817-1882)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/086342932/id" , "Shakespeares sa͏̈mtliche dramatische Werke  [Vol. 2],   / U͏̈bersetzt von Schlegel und Tieck  ; [hrsg.] von Max Mendheim / Leipzig : M. Hesses , [s. d.]" , "Tieck, Ludwig (1773-1853)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/086342932/id" , "Shakespeares sa͏̈mtliche dramatische Werke  [Vol. 2],   / U͏̈bersetzt von Schlegel und Tieck  ; [hrsg.] von Max Mendheim / Leipzig : M. Hesses , [s. d.]" , "Schlegel, August Wilhelm von (1767-1845)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/098487582/id" , "Oeuvres complètes de Shakspeare [sic  12. - IIIème partie, Henri VI. La vie et la mort du roi Richard III. Peines d'amour perdues  / William Shakespeare  ; traduites de l'anglais par Letourneur/ Nouvelle édition / Paris : Ladvocat , 1821" , "Letourneur, Pierre Prime Félicien (1737-1788)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/180852124/id" , "Othello ou Le more de Venise  : drame en cinq actes  / W. Shakespeare  ; introduction nouvelle par Benjamin Laroche / Paris : éd. Nilsson , [19..]" , "Laroche, Benjamin (1797-1852)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/160538394/id" , "Shakespeare  Tome second,   : Oeuvres choisies  / traduction nouvelle, avec une introduction et des notes par Albert Feuillerat,... / Paris : La Renaissance du livre , [18..]" , "Feuillerat, Albert (1874-1952)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/162009135/id" , "Shakespeare's Sonnette  / Shakespeare  ; Übersetzt Von Karl Lachmann / Berlin : Reimer , 1820" , "Lachmann, Karl (1793-1851)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/000792292/id" , "Hamlet  / Shakespeare  ; traduction de François-Victor Hugo, illustré de 16 lithographies et 21 dessins d'Eugène Delacroix  ; [préface] par Arlette Sérullaz / Paris : Marchal , 1984" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/158312287/id" , "Oeuvres complètes de W. Shakespeare  [10], La société  / traducteur François-Victor Hugo / Paris : Pagnerre , 1862" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/070469628/id" , "Timon von Athen  : Trauerspiel in fünf Aufzügen  / von William Shakespeare  ; nach der überzetzung von Dorothea Tieck  ; für Rundfunk und Bühne bearbeitet und sprachlich erneuert von Karl Kraus / Wien : R. Lanyi , 1930" , "Tieck, Dorothea (1799-1841)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/086342940/id" , "Shakespeares sa͏̈mtliche dramatische Werke  [Vol. 3],   / U͏̈bersetzt von Schlegel un Tieck  ; [hrsg.] von Max Mendheim / Leipzig : M. Hesses , [s. d.]" , "Tieck, Ludwig (1773-1853)" ,
